,dateGMT,timeGMT,unixTime,lat,lon
103,20191229,133919,1577594359,37.503045,127.112688333333
104,20191229,133921,1577594361,37.503091666667,127.112785
105,20191229,133923,1577594363,37.503148333333,127.112891666667
106,20191229,133925,1577594365,37.503193333333,127.112983333333
107,20191229,133927,1577594367,37.50326,127.113108333333
108,20191229,133929,1577594369,37.503315,127.113203333333
109,20191229,133931,1577594371,37.503376666667,127.113303333333
110,20191229,133933,1577594373,37.503428333333,127.113373333333
111,20191229,133935,1577594375,37.503483333333,127.11345
112,20191229,133937,1577594377,37.503556666667,127.113546666667
113,20191229,133939,1577594379,37.503611666667,127.11363
114,20191229,133942,1577594382,37.503666666667,127.113706666667
115,20191229,133958,1577594398,37.503735,127.113786666667
116,20191229,134001,1577594401,37.503815,127.11386
117,20191229,134003,1577594403,37.503883333333,127.113945
118,20191229,134005,1577594405,37.503945,127.114028333333
119,20191229,134008,1577594408,37.504015,127.114105
120,20191229,134018,1577594418,37.504081666667,127.114163333333
121,20191229,134021,1577594421,37.504155,127.11424
122,20191229,134023,1577594423,37.504236666667,127.114323333333
123,20191229,134025,1577594425,37.504313333333,127.114453333333
124,20191229,134027,1577594427,37.50443,127.114508333333
125,20191229,134029,1577594429,37.504535,127.114565
126,20191229,134031,1577594431,37.504643333333,127.11463
127,20191229,134033,1577594433,37.50476,127.11471
128,20191229,134034,1577594434,37.504828333333,127.11476
129,20191229,134035,1577594435,37.504901666667,127.114811666667
130,20191229,134036,1577594436,37.504973333333,127.114856666667
131,20191229,134037,1577594437,37.505038333333,127.1149
132,20191229,134038,1577594438,37.505113333333,127.11495
133,20191229,134039,1577594439,37.505183333333,127.115008333333
134,20191229,134040,1577594440,37.505265,127.115046666667
135,20191229,134041,1577594441,37.505336666667,127.1151
136,20191229,134042,1577594442,37.5054,127.11515
137,20191229,134043,1577594443,37.505461666667,127.115196666667
138,20191229,134045,1577594445,37.505588333333,127.115291666667
139,20191229,134046,1577594446,37.505658333333,127.115343333333
140,20191229,134047,1577594447,37.505723333333,127.115401666667
141,20191229,134048,1577594448,37.505786666667,127.115455
142,20191229,134050,1577594450,37.50589,127.115553333333
143,20191229,134052,1577594452,37.505943333333,127.115621666667
144,20191229,134100,1577594460,37.50594,127.115711666667
145,20191229,134115,1577594475,37.505865,127.11575
146,20191229,134123,1577594483,37.505813333333,127.115685
147,20191229,134133,1577594493,37.505761666667,127.115613333333
148,20191229,134150,1577594510,37.505688333333,127.11562
149,20191229,134203,1577594523,37.50561,127.115681666667
150,20191229,134209,1577594529,37.505526666667,127.11575
151,20191229,134215,1577594535,37.505456666667,127.11579
152,20191229,134224,1577594544,37.505443333333,127.115898333333
153,20191229,134229,1577594549,37.505476666667,127.115996666667
154,20191229,134234,1577594554,37.505496666667,127.116095
155,20191229,134243,1577594563,37.505473333333,127.116185
156,20191229,134252,1577594572,37.5054,127.116208333333
