,dateGMT,timeGMT,unixTime,lat,lon
0,20200101,053241,1577824361,37.524886666667,126.955251666667
1,20200101,053242,1577824362,37.524678333333,126.955335
2,20200101,053243,1577824363,37.524435,126.955528333333
3,20200101,053255,1577824375,37.522611666667,126.957883333333
4,20200101,053256,1577824376,37.522663333333,126.957986666667
5,20200101,053258,1577824378,37.52259,126.958261666667
6,20200101,053259,1577824379,37.522543333333,126.958495
7,20200101,053300,1577824380,37.522501666667,126.958748333333
8,20200101,053301,1577824381,37.522463333333,126.958996666667
9,20200101,053302,1577824382,37.522425,126.959246666667
10,20200101,053304,1577824384,37.52234,126.95974
11,20200101,053305,1577824385,37.52229,126.959986666667
12,20200101,053306,1577824386,37.522238333333,126.960226666667
13,20200101,053307,1577824387,37.52218,126.96046
14,20200101,053308,1577824388,37.522103333333,126.960683333333
15,20200101,053309,1577824389,37.522026666667,126.960908333333
16,20200101,053310,1577824390,37.52194,126.961125
17,20200101,053311,1577824391,37.521858333333,126.961343333333
18,20200101,053312,1577824392,37.521766666667,126.961556666667
19,20200101,053313,1577824393,37.52168,126.96177
20,20200101,053314,1577824394,37.521593333333,126.96198
21,20200101,053315,1577824395,37.52151,126.96219
22,20200101,053316,1577824396,37.521425,126.962396666667
23,20200101,053317,1577824397,37.521338333333,126.962603333333
24,20200101,053318,1577824398,37.521243333333,126.962803333333
25,20200101,053319,1577824399,37.52115,126.962998333333
26,20200101,053320,1577824400,37.521058333333,126.963193333333
27,20200101,053321,1577824401,37.520973333333,126.963398333333
28,20200101,053322,1577824402,37.520886666667,126.963605
29,20200101,053323,1577824403,37.520805,126.963806666667
30,20200101,053324,1577824404,37.520723333333,126.964013333333
31,20200101,053325,1577824405,37.52064,126.96422
32,20200101,053326,1577824406,37.520586666667,126.964451666667
33,20200101,053327,1577824407,37.520513333333,126.964676666667
34,20200101,053328,1577824408,37.520436666667,126.964895
35,20200101,053329,1577824409,37.520351666667,126.96512
36,20200101,053330,1577824410,37.520258333333,126.96533
37,20200101,053331,1577824411,37.520165,126.965545
38,20200101,053332,1577824412,37.52006,126.965766666667
39,20200101,053333,1577824413,37.519968333333,126.966005
40,20200101,053334,1577824414,37.51986,126.966215
41,20200101,053335,1577824415,37.51977,126.966443333333
42,20200101,053336,1577824416,37.519688333333,126.966691666667
43,20200101,053337,1577824417,37.5196,126.966926666667
44,20200101,053338,1577824418,37.5195,126.967156666667
45,20200101,053339,1577824419,37.519388333333,126.967383333333
46,20200101,053340,1577824420,37.519295,126.967611666667
47,20200101,053341,1577824421,37.519195,126.967841666667
